PERSONID,SURID,COMCOLI,SALARY
030000000002090901,3,1,30000
030000000002090902,3,0,30000
030000000002090903,3,1,24000
030000000002090904,3,1,20000
030000000002090905,3,1,72000
030000000002090906,3,0,42000
030000000002090907,3,1,9999999
030000000002090908,3,0,9999999
030000000002090909,3,1,9999998
030000000003000000,3,0,10000
030000000003000001,3,0,16000
030000000003000002,3,0,20000
030000000003000003,3,0,30000
030000000003000004,3,0,36000
030000000003000005,3,0,40000
030000000003000006,3,1,34000
030000000003000007,3,0,35000
030000000003000008,3,0,9999999
030000000003000009,3,0,44000
030000000003000100,3,0,9999998
030000000003000101,3,0,20000
030000000003000102,3,0,20000
030000000003000103,3,0,9999998
030000000003000104,3,0,40000
030000000003000105,3,0,42000
030000000003000106,3,0,40000
030000000003000107,3,0,40000
030000000003000108,3,0,32000
030000000003000109,3,0,33000
030000000003000200,3,1,38000
030000000003000201,3,1,18000
030000000003000202,3,0,31000
030000000003000203,3,0,15000
030000000003000204,3,0,45000
030000000003000205,3,1,43000
030000000003000206,3,0,16000
030000000003000207,3,0,10000
030000000003000208,3,0,25000
030000000003000209,3,0,48000
030000000003000300,3,0,48000
030000000003000301,3,0,9999999
030000000003000302,3,0,29000
030000000003000303,3,0,19000
030000000003000304,3,0,9999999
030000000003000305,3,0,35000
030000000003000306,3,1,20000
030000000003000307,3,0,9999999
030000000003000308,3,0,9999999
030000000003000309,3,1,45000
030000000003000400,3,0,25000
030000000003000401,3,0,26000
030000000003000402,3,1,9999999
030000000003000403,3,1,9999998
030000000003000404,3,0,60000
030000000003000405,3,0,9999998
030000000003000406,3,0,18000
030000000003000407,3,0,40000
030000000003000408,3,0,9999999
030000000003000409,3,0,9999999
030000000003000500,3,0,28000
030000000003000501,3,0,9999999
030000000003000502,3,0,9999998
030000000003000503,3,0,9999999
030000000003000504,3,0,32000
030000000003000505,3,0,27000
030000000003000506,3,0,46000
030000000003000507,3,0,30000
030000000003000508,3,0,22000
030000000003000509,3,0,9999999
030000000003000600,3,1,34000
030000000003000601,3,0,42000
030000000003000602,3,1,28000
030000000003000603,3,0,32000
030000000003000604,3,0,9999999
030000000003000605,3,0,9999999
030000000003000606,3,0,14000
030000000003000607,3,0,9999999
030000000003000608,3,0,9000
030000000003000609,3,0,9999999
030000000003000700,3,0,24000
030000000003000701,3,0,9999998
030000000003000702,3,0,12000
030000000003000703,3,0,50000
030000000003000704,3,0,45000
030000000003000705,3,0,17000
030000000003000706,3,0,9999999
030000000003000707,3,0,9999999
030000000003000708,3,0,9999999
030000000003000709,3,1,42000
030000000003000800,3,0,31000
030000000003000801,3,1,44000
030000000003000802,3,0,25000
030000000003000803,3,0,9999999
030000000003000804,3,0,34000
030000000003000805,3,0,12000
030000000003000806,3,1,27000
030000000003000807,3,1,33000
030000000003000808,3,1,9999999
030000000003000809,3,1,50000
030000000003000900,3,1,9999999
030000000003000901,3,1,9999998
030000000003000902,3,0,48000
030000000003000903,3,1,42000
030000000003000904,3,0,54000
030000000003000905,3,1,9999999
030000000003000906,3,0,26000
030000000003000907,3,0,27000
030000000003000908,3,0,50000
030000000003000909,3,0,9999998
030000000003010000,3,0,60000
030000000003010001,3,0,9999998
030000000003010002,3,0,9999999
030000000003010003,3,0,18000
030000000003010004,3,1,16000
030000000003010005,3,1,16000
030000000003010006,3,1,48000
030000000003010007,3,0,12000
030000000003010008,3,1,22000
030000000003010009,3,1,9999999
030000000003010100,3,0,17000
030000000003010101,3,1,17000
030000000003010102,3,0,34000
030000000003010103,3,1,20000
030000000003010104,3,1,46000
030000000003010105,3,1,40000
030000000003010106,3,1,28000
030000000003010107,3,0,45000
030000000003010108,3,1,9999999
030000000003010109,3,0,11000
030000000003010200,3,0,19000
030000000003010201,3,1,55000
030000000003010202,3,0,35000
030000000003010203,3,0,9999999
030000000003010204,3,0,9999999
030000000003010205,3,1,13000
030000000003010206,3,0,9999998
030000000003010207,3,0,30000
030000000003010208,3,1,14000
030000000003010209,3,0,24000
030000000003010300,3,0,10000
030000000003010301,3,0,48000
030000000003010302,3,1,9999999
030000000003010303,3,0,17000
030000000003010304,3,0,9999999
030000000003010305,3,0,27000
030000000003010306,3,1,10000
030000000003010307,3,0,52000
030000000003010308,3,0,25000
030000000003010309,3,0,9999998
030000000003010400,3,0,22000
030000000003010401,3,1,9999999
030000000003010402,3,0,9999999
030000000003010403,3,0,20000
030000000003010404,3,1,58000
030000000003010405,3,0,35000
030000000003010406,3,0,48000
030000000003010407,3,0,24000
030000000003010408,3,1,26000
030000000003010409,3,0,9999999
030000000003010500,3,0,9999999
030000000003010501,3,0,9999999
030000000003010502,3,1,35000
030000000003010503,3,1,31000
030000000003010504,3,0,42000
030000000003010505,3,0,25000
030000000003010506,3,0,20000
030000000003010507,3,1,18000
030000000003010508,3,0,40000
030000000003010509,3,1,25000
030000000003010600,3,0,9999999
030000000003010601,3,1,38000
030000000003010602,3,1,26000
030000000003010603,3,0,9999998
030000000003010604,3,1,9999999
030000000003010605,3,0,9999998
030000000003010606,3,0,24000
030000000003010607,3,0,32000
030000000003010608,3,0,42000
030000000003010609,3,0,9999999
030000000003010700,3,0,9999998
030000000003010701,3,0,9999999
030000000003010702,3,0,9999999
030000000003010703,3,1,56000
030000000003010704,3,0,11000
030000000003010705,3,0,23000
030000000003010706,3,0,9999999
030000000003010707,3,1,30000
030000000003010708,3,0,9999999
030000000003010709,3,1,28000
030000000003010800,3,0,30000
030000000003010801,3,1,18000
030000000003010802,3,0,45000
030000000003010803,3,0,39000
030000000003010804,3,1,23000
030000000003010805,3,0,31000
030000000003010806,3,1,11000
030000000003010807,3,0,9999999
030000000003010808,3,1,35000
030000000003010809,3,0,46000
030000000003010900,3,0,40000
030000000003010901,3,0,33000
030000000003010902,3,1,17000
030000000003010903,3,0,9999999
030000000003010904,3,0,15000
030000000003010905,3,1,9999998
030000000003010906,3,1,60000
030000000003010907,3,0,33000
030000000003010908,3,0,22000
030000000003010909,3,1,41000
030000000003020000,3,0,17000
030000000003020001,3,0,24000
030000000003020002,3,0,47000
030000000003020003,3,0,9999999
030000000003020004,3,1,22000
030000000003020005,3,0,48000
030000000003020006,3,0,9999999
030000000003020007,3,1,28000
030000000003020008,3,1,18000
030000000003020009,3,0,9999998
030000000003020100,3,1,9999998
030000000003020101,3,1,9999999
030000000003020102,3,0,9999999
030000000003020103,3,0,9999998
030000000003020104,3,0,39000
030000000003020105,3,0,46000
030000000003020106,3,1,23000
030000000003020107,3,1,9999999
030000000003020108,3,1,9999999
030000000003020109,3,0,9999999
030000000003020200,3,0,9999999
030000000003020201,3,0,9999999
030000000003020202,3,0,33000
030000000003020203,3,1,35000
030000000003020204,3,0,9000
030000000003020205,3,0,17000
030000000003020206,3,0,38000
030000000003020207,3,0,9999998
030000000003020208,3,0,9999998
030000000003020209,3,0,9999999
030000000003020300,3,0,9999998
030000000003020301,3,0,22000
030000000003020302,3,1,46000
030000000003020303,3,0,20000
030000000003020304,3,0,36000
030000000003020305,3,0,29000
030000000003020306,3,0,9999999
030000000003020307,3,0,30000
030000000003020308,3,0,15000
030000000003020309,3,1,9999999
030000000003020400,3,0,9999999
030000000003020401,3,0,9999998
030000000003020402,3,1,66000
030000000003020403,3,0,28000
030000000003020404,3,0,60000
030000000003020405,3,0,30000
030000000003020406,3,0,15000
030000000003020407,3,0,39000
030000000003020408,3,1,9999998
030000000003020409,3,0,40000
030000000003020500,3,0,9999999
030000000003020501,3,1,25000
030000000003020502,3,1,9999999
030000000003020503,3,0,17000
030000000003020504,3,0,9000
030000000003020505,3,0,36000
030000000003020506,3,0,9999998
030000000003020507,3,0,47000
030000000003020508,3,0,22000
030000000003020509,3,1,16000
030000000003020600,3,1,25000
030000000003020602,3,0,35000
030000000003020603,3,0,50000
030000000003020604,3,1,39000
030000000003020605,3,0,9999998
030000000003020606,3,1,9999998
030000000003020607,3,1,27000
030000000003020608,3,1,9999998
030000000003020609,3,1,9999998
030000000003020700,3,0,9999998
030000000003020701,3,1,22000
030000000003020702,3,0,9999999
030000000003020703,3,0,9999998
030000000003020704,3,0,14000
030000000003020705,3,0,17000
030000000003020706,3,0,34000
030000000003020707,3,0,45000
030000000003020708,3,1,41000
030000000003020709,3,0,30000
030000000003020800,3,0,9999999
030000000003020801,3,0,27000
030000000003020802,3,0,36000
030000000003020803,3,1,9999998
030000000003020804,3,1,9999998
030000000003020805,3,1,38000
030000000003020806,3,0,20000
030000000003020807,3,0,33000
030000000003020808,3,0,15000
030000000003020809,3,1,37000
030000000003020900,3,1,9999999
030000000003020901,3,0,43000
030000000003020902,3,1,31000
030000000003020903,3,0,9999999
030000000003020904,3,0,15000
030000000003020905,3,0,9999999
030000000003020906,3,1,38000
030000000003020907,3,0,41000
030000000003020908,3,1,21000
030000000003020909,3,1,9999999
030000000003030000,3,0,9999999
030000000003030001,3,1,37000
030000000003030002,3,0,9999998
030000000003030003,3,1,9999998
030000000003030004,3,0,9999999
030000000003030005,3,1,33000
030000000003030006,3,1,43000
030000000003030007,3,1,28000
030000000003030008,3,1,22000
030000000003030009,3,0,24000
030000000003030100,3,0,9999999
030000000003030101,3,1,13000
030000000003030102,3,0,9999999
030000000003030103,3,0,44000
030000000003030104,3,0,9999999
030000000003030105,3,1,9999999
030000000003030106,3,1,43000
030000000003030107,3,0,9999999
030000000003030108,3,0,28000
030000000003030109,3,0,12000
030000000003030200,3,0,38000
030000000003030201,3,0,9999999
030000000003030202,3,0,9999998
030000000003030203,3,0,44000
030000000003030204,3,0,28000
030000000003030205,3,0,32000
030000000003030206,3,0,15000
030000000003030207,3,0,20000
030000000003030208,3,1,9999999
030000000003030209,3,0,26000
030000000003030300,3,0,35000
030000000003030301,3,0,52000
030000000003030302,3,1,9999998
030000000003030303,3,0,43000
030000000003030304,3,0,55000
030000000003030305,3,0,32000
030000000003030306,3,0,44000
030000000003030307,3,0,9999999
030000000003030308,3,0,9999998
030000000003030309,3,0,14000
030000000003030400,3,0,9999999
030000000003030401,3,0,64000
030000000003030402,3,0,33000
030000000003030403,3,1,25000
030000000003030404,3,0,41000
030000000003030405,3,0,36000
030000000003030406,3,0,38000
030000000003030407,3,0,45000
030000000003030408,3,0,9999998
030000000003030409,3,1,59000
030000000003030500,3,0,9999999
030000000003030501,3,0,32000
030000000003030502,3,1,27000
030000000003030503,3,0,9999998
030000000003030504,3,0,9999999
030000000003030505,3,0,12000
030000000003030506,3,1,18000
030000000003030507,3,1,18000
030000000003030508,3,0,28000
030000000003030509,3,1,33000
030000000003030600,3,1,17000
030000000003030601,3,0,9999999
030000000003030602,3,0,22000
030000000003030603,3,0,51000
030000000003030604,3,0,41000
030000000003030605,3,0,9999999
030000000003030606,3,0,31000
030000000003030607,3,0,9999999
030000000003030608,3,0,24000
030000000003030609,3,0,53000
030000000003030700,3,0,9999998
030000000003030701,3,0,9999999
030000000003030702,3,1,50000
030000000003030703,3,1,39000
030000000003030704,3,1,15000
030000000003030705,3,0,15000
030000000003030706,3,0,8000
030000000003030707,3,1,34000
030000000003030708,3,0,9999999
030000000003030709,3,1,35000
030000000003030800,3,0,9999999
030000000003030801,3,0,9999999
030000000003030802,3,1,35000
030000000003030803,3,0,36000
030000000003030804,3,1,9999999
030000000003030805,3,0,24000
030000000003030806,3,1,9999998
030000000003030807,3,0,45000
030000000003030808,3,1,25000
030000000003030809,3,0,9999998
030000000003030900,3,0,31000
030000000003030901,3,0,14000
030000000003030902,3,1,24000
030000000003030903,3,0,11000
030000000003030904,3,1,48000
030000000003030905,3,0,8000
030000000003030906,3,1,38000
030000000003030907,3,0,33000
030000000003030908,3,0,38000
030000000003030909,3,0,53000
030000000003040000,3,1,9999998
030000000003040001,3,0,35000
030000000003040002,3,1,32000
030000000003040003,3,0,9999999
030000000003040004,3,1,10000
030000000003040005,3,0,29000
030000000003040006,3,1,60000
030000000003040007,3,0,36000
030000000003040008,3,0,36000
030000000003040009,3,0,50000
030000000003040100,3,0,14000
030000000003040101,3,0,24000
030000000003040102,3,0,9999999
030000000003040103,3,0,39000
030000000003040104,3,0,9999999
030000000003040105,3,1,9999998
030000000003040106,3,0,9999999
030000000003040107,3,0,9999998
030000000003040108,3,1,9999999
030000000003040109,3,0,23000
030000000003040200,3,0,9999999
030000000003040201,3,1,22000
030000000003040202,3,0,31000
030000000003040203,3,0,22000
030000000003040204,3,0,20000
030000000003040205,3,1,9999999
030000000003040206,3,1,35000
030000000003040207,3,1,16000
030000000003040208,3,1,9999999
030000000003040209,3,0,45000
030000000003040300,3,1,28000
030000000003040301,3,1,28000
030000000003040302,3,0,48000
030000000003040303,3,0,20000
030000000003040304,3,1,9999998
030000000003040305,3,1,29000
030000000003040306,3,1,9999998
030000000003040307,3,1,21000
030000000003040308,3,0,12000
030000000003040309,3,1,20000
030000000003040400,3,0,9999998
030000000003040401,3,0,9999998
030000000003040402,3,1,24000
030000000003040403,3,0,25000
030000000003040404,3,0,25000
030000000003040405,3,0,12000
030000000003040406,3,1,26000
030000000003040407,3,0,29000
030000000003040408,3,0,21000
030000000003040409,3,0,9999999
030000000003040500,3,0,39000
030000000003040501,3,0,9999999
030000000003040502,3,0,9999998
030000000003040503,3,0,9999998
030000000003040504,3,0,21000
030000000003040505,3,0,9999998
030000000003040506,3,0,9999999
030000000003040507,3,0,40000
030000000003040508,3,0,36000
030000000003040509,3,1,9999998
030000000003040600,3,0,9999999
030000000003040601,3,0,10000
030000000003040602,3,0,30000
030000000003040603,3,0,24000
030000000003040604,3,0,44000
030000000003040605,3,1,35000
030000000003040606,3,0,30000
030000000003040607,3,0,18000
030000000003040608,3,0,9999999
030000000003040609,3,1,39000
030000000003040700,3,0,11000
030000000003040701,3,0,27000
030000000003040702,3,1,29000
030000000003040703,3,0,50000
030000000003040704,3,1,14000
030000000003040705,3,0,9999998
030000000003040706,3,1,9999999
030000000003040707,3,0,22000
030000000003040708,3,1,9999999
030000000003040709,3,0,9999999
030000000003040800,3,0,23000
030000000003040801,3,1,52000
030000000003040802,3,1,84000
030000000003040803,3,1,9999999
030000000003040804,3,1,24000
030000000003040805,3,0,9999999
